baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000162572.21	10.0187050061598	0.751042435767861	0.697800154525978	1.07630018551379	0.281793025722689	0.410678006956622
ENSG00000131584.19	393.958686707143	-0.192521815662014	0.347233449863471	-0.554444900794297	0.579274404310087	0.695016743244244
ENSG00000169972.12	76.4611829098232	0.0260756783238794	0.394885957030306	0.066033440439307	0.947351201924618	0.9665710075941
ENSG00000127054.20	647.807726322212	0.0266066708089822	0.180687201750508	0.14725265846842	0.882932598114339	0.923006453868788
ENSG00000240731.1	24.0196056127965	-0.153958865991207	0.171178933911696	-0.899403112713784	0.368437981814792	0.501416665286408
ENSG00000224051.7	167.477632652247	0.902811783922258	0.393402945741093	2.29487804729459	0.0217401142186688	0.0541502567669942
ENSG00000169962.5	5.71404053618488	-2.18097522653026	0.795734578998785	-2.74083253900367	0.0061283732943051	0.0190993397006872
ENSG00000107404.20	526.739109678709	0.452533410380391	0.407198234219426	1.11133441245852	0.266424432194334	0.393945351965913
ENSG00000175756.13	353.519825393577	0.189726416695878	0.285759879436607	0.663936508756706	0.506730948278662	0.632527157506533
ENSG00000221978.12	1616.35246274527	0.0943215774103041	0.130020859456565	0.725434194209532	0.468185701888949	0.596575268600775
ENSG00000224870.7	151.077543864706	-0.372547072255558	0.129337886015238	-2.88041720591959	0.00397149246303449	0.0133613609217718
ENSG00000242485.6	351.974190702452	-0.115703667555146	0.169706796965409	-0.681785701127397	0.495374467084881	0.622153811155476
ENSG00000272455.1	45.3509480782183	-0.675076600897959	0.241825152699761	-2.79158968106226	0.00524498207099074	0.0168046912592281
ENSG00000225285.1	3.59210675506385	-2.07737470007724	0.904896953846816	-2.29570305353123	0.0216928657445863	0.0540734627704989
ENSG00000179403.12	328.957054284953	-1.32346679026672	0.538133717037252	-2.45936418471082	0.0139183348684775	0.0375705687297981
ENSG00000215915.10	25.7726601534912	-2.80437013388101	0.621249574855112	-4.51407976341078	6.35922817185174e-06	5.85333335501323e-05
ENSG00000160072.20	418.366317949522	-0.493779280445301	0.244090166445	-2.02293802997821	0.0430795370279121	0.0940289165833443
ENSG00000197785.14	233.9174037525	-0.671991102004447	0.363698440578735	-1.84766011351366	0.0646515275243344	0.130066526207462
ENSG00000160075.12	1067.06787851331	-0.0562791811375743	0.144075032208016	-0.390624109362115	0.696075102100545	0.786844315137929
ENSG00000215014.5	6.6996799303759	-0.293620598791279	0.361012509751504	-0.813325275053174	0.416031589530843	0.548839537537284
ENSG00000228594.4	43.595267185996	-0.447743239595893	0.448742978890866	-0.997772133844982	0.318389865631737	0.449333751668528
ENSG00000286989.1	5.91445337258509	-0.158556462530943	0.446230576119921	-0.355324065664949	0.722346828447513	0.807273540902548
ENSG00000272106.1	44.0815643636668	0.909800210274322	0.257729941950647	3.53005243934187	0.000415477308723855	0.00204805751434293
ENSG00000197530.12	180.93444115326	0.401852978685728	0.395161943171029	1.01693238843044	0.309185594371338	0.439640647284961
ENSG00000248333.8	242.879177919758	0.327682493881736	0.180758225436286	1.81282203391203	0.0698592744036576	0.138457424607871
ENSG00000189339.12	813.38949141594	0.34060065979798	0.217913201784128	1.56301067126438	0.118050084853532	0.210228510126656
ENSG00000008128.23	23.5987621469105	0.650000912447919	0.290355496169634	2.23863822459958	0.0251794650018159	0.0610098807461852
ENSG00000268575.1	84.8524021929756	-0.059346013202976	0.29179034481309	-0.203385801682338	0.838833496509443	0.892229457310244
ENSG00000215790.7	451.529317401721	0.323030838980663	0.388366295368609	0.831768469182079	0.405539644680393	0.538919673066635
ENSG00000008130.15	976.171856586678	0.741162326997972	0.198371059130555	3.736242223268	0.000186790745294314	0.00104187375345928
ENSG00000078369.18	4440.64618257502	0.806936393079941	0.202159822221967	3.99157648740877	6.56355117302681e-05	0.000430060691319392
ENSG00000231050.1	8.43430528950508	0.239422250736514	0.402010055260131	0.595562841286619	0.551467306564356	0.670793468182346
ENSG00000178821.13	18.613729326057	-0.527696803268581	0.345876705517813	-1.52567893370721	0.127089843425697	0.222892215635305
ENSG00000142609.18	9.3729583232192	3.7429014608296	1.09195251997815	3.42771447691195	0.000608685278113271	0.00282168390008784
ENSG00000067606.17	573.490924114072	0.754550268292097	0.24493747501632	3.08058319063598	0.00206595632277686	0.00779893578810246
ENSG00000162585.17	120.617539827927	-0.381261350544127	0.370347316890479	-1.02946972519008	0.303258999149935	0.43357639257334
ENSG00000157933.10	656.554337920261	0.00123832101808842	0.164698307599146	0.00751872339272806	0.994000983209986	0.996686211638096
ENSG00000116151.14	134.503857164969	0.082181793393077	0.2322976151101	0.353778033210224	0.723505237178356	0.808157196939096
ENSG00000269896.2	13.3309615789533	0.863247971028967	0.440153201843863	1.96124432904884	0.0498505280155959	0.105815911347391
ENSG00000272420.1	4.16008389558592	0.416697074869678	0.431416841935164	0.965880406987686	0.334104027527609	0.466151153426281
ENSG00000157916.20	1247.80620972944	0.737819242294197	0.135257531261194	5.45492169947569	4.89944299602991e-08	9.08281355417853e-07
ENSG00000157911.10	186.588389133638	-0.20444021713415	0.223476355793527	-0.914818108646068	0.360287126561357	0.493587119244752
ENSG00000149527.18	7.72917880627272	0.235225449606438	0.437530936181199	0.537620154724378	0.590839312899822	0.704827146053742
ENSG00000157881.15	135.12467804168	0.350618140626825	0.224018509601305	1.56513022629619	0.11755237753588	0.209530989885818
ENSG00000238164.6	15.5800687492609	2.55292929579349	0.446064758185156	5.72322571767438	1.04520250610241e-08	2.39898860924459e-07
ENSG00000157873.17	151.946765524138	2.15153783181075	0.314809136953393	6.83441990481134	8.23375229809855e-12	4.7577606115504e-10
ENSG00000228037.1	3.74590884572906	2.82447009298148	0.502065740993624	5.62569771717873	1.84759644837207e-08	3.90087617657359e-07
ENSG00000157870.16	130.322244906478	1.21648646881643	0.340717212321972	3.57036986927115	0.000356477516461822	0.00180033444424189
ENSG00000142606.16	13.0081350742171	0.487488679902451	0.762029359737428	0.639724275283074	0.522351870601924	0.645654094748263
ENSG00000142611.17	37.8404910878044	3.90820582344965	0.787643121630217	4.96189926138207	6.98072003813286e-07	8.77563545760697e-06
ENSG00000272235.1	18.8086443462411	-0.00800176074700486	0.835604383965389	-0.00957601575644234	0.992359561645573	0.995650346975157
ENSG00000287828.1	59.7156717603827	-1.80655510797452	0.471552629879238	-3.8310784279523	0.000127582826417829	0.000756463191019841
ENSG00000130762.15	519.90343671153	0.83939182778913	0.318404943522684	2.636239935544	0.00838304320916966	0.0247225339351755
ENSG00000162591.16	198.450638760104	-0.0811164172251747	0.641149966571924	-0.126517073156667	0.899322635212782	0.933635425885088
ENSG00000238260.1	3.13897191459509	0.0770009760956583	0.606593115567354	0.1269400758425	0.898987827256461	0.933592924266865
ENSG00000158109.15	1053.57166749645	0.828783768597454	0.191861962114154	4.31968775605633	1.56250122448498e-05	0.000125218546109275
ENSG00000116213.16	247.126177654465	-0.176606332974734	0.194754102045489	-0.906817012426692	0.364503571908234	0.49729510445637
ENSG00000078900.15	35.5973355799238	-0.0813588753030692	0.562655266171529	-0.144598087309586	0.885028207468628	0.924463631058462
ENSG00000227372.12	5.83471423925181	3.41157555177133	1.27722278482826	2.6710888595916	0.00756056292078483	0.0227311493139434
ENSG00000235169.8	3.65572225896854	-1.79169044764847	0.8085322574141	-2.21597893122875	0.0266929451024626	0.0639556233165453
ENSG00000130764.10	492.567131195772	-0.109150120470469	0.167538422436836	-0.651493065786865	0.514728251847823	0.639350076242406
ENSG00000116198.13	691.621625973776	0.138970352144955	0.166258139438791	0.835870969169111	0.403227495871551	0.536840856844691
ENSG00000169598.15	146.851953726144	-0.537850767953014	0.197007847318985	-2.7300981929017	0.00633154636542744	0.0196266502230342
ENSG00000198912.11	307.925506458409	-0.0206989740896458	0.17449971656093	-0.118618955363279	0.905577247172958	0.937455084265689
ENSG00000236423.6	54.5180128685967	0.687528294040659	0.369458083747027	1.86091013916323	0.0627568677051198	0.127108613027005
ENSG00000131697.18	267.853008702771	-0.214585600902577	0.172868981455785	-1.24131928756381	0.214487822303121	0.333730284572417
ENSG00000069424.15	120.347764507596	-1.72656583201817	0.485658383387111	-3.55510352766205	0.000377830288979936	0.00188504977804128
ENSG00000116254.18	7.21392885663441	-0.00118554982413677	0.640457002248688	-0.00185109979276395	0.998523036898335	0.999635879188698
ENSG00000116251.11	1272.589947909	0.347990989836491	0.187365795492088	1.85728130858967	0.0632711422511463	0.1278654904102
ENSG00000226944.1	7.38383473877578	0.75189365961665	0.52930234842457	1.42053716907663	0.155451355590522	0.260584416759682
ENSG00000158286.13	286.729066598763	0.975993406487554	0.358004569706944	2.72620376685829	0.00640674329684264	0.019826191830912
ENSG00000116237.16	1719.51630584054	0.555616997059405	0.216530077716036	2.56600377610383	0.0102877708212856	0.0292949462493149
ENSG00000225077.3	4.07918546429677	0.205576945184086	0.519676563568386	0.395586331183537	0.692410222399331	0.78432940588419
ENSG00000158292.7	325.061746663718	0.199654472293295	0.337041309588942	0.592373891903028	0.55360024521821	0.672749234165679
ENSG00000097021.19	408.150905319963	-0.658360992659722	0.287703930631843	-2.28832811291058	0.0221184205317681	0.0548712310505651
ENSG00000271746.1	3.04025495903835	0.0546822227658227	0.550906402595202	0.0992586444961005	0.920932913121112	0.948383336586733
ENSG00000069812.11	72.1645813973153	-0.310301655988958	0.377035671189635	-0.82300344423615	0.410506034796465	0.543400111169385
ENSG00000187017.17	147.351802794141	0.47040543309783	0.471812367202117	0.997018021989057	0.318755762269688	0.449633694595389
ENSG00000215788.10	114.552239894214	-0.765310671414782	0.375093138530275	-2.04032170360006	0.0413182945094782	0.090998789267392
ENSG00000171680.22	224.964376930478	-1.57854278670418	0.362154555434685	-4.358754468267	1.30804765982422e-05	0.000107572358940683
ENSG00000162408.11	807.652399193509	-0.409438896331518	0.170822643818892	-2.39686546922672	0.0165359937116766	0.0432826897655831
ENSG00000204859.13	181.766278239889	0.324628672064757	0.1262701319621	2.57090625487107	0.0101432779899679	0.0289544214412459
ENSG00000162413.16	402.688061468209	-0.748683846695378	0.304881204059641	-2.45565760278525	0.0140627074100043	0.0378981622578078
ENSG00000116273.6	276.737667126572	0.0683889079923816	0.173342748288517	0.394529962560376	0.693189810431856	0.784650361738439
ENSG00000041988.15	95.4020272493928	0.264627722408211	0.192184190865104	1.376948443142	0.168528188369175	0.277491589614367
ENSG00000007923.16	909.69441885523	0.216420917458191	0.180239576195577	1.20074027040185	0.229851967750755	0.351655538181499
ENSG00000237436.1	3.81391996975046	-0.576233293319436	0.482657796430408	-1.19387544877775	0.232526692556863	0.354784850098723
ENSG00000171735.19	289.212253057076	0.297878879333973	0.169096578998432	1.76159021724937	0.0781385579842014	0.15159770104887
ENSG00000049245.13	1519.13631703483	0.780167523978924	0.193762129723677	4.02641901743914	5.66327315627176e-05	0.000379541144633731
ENSG00000269925.1	13.3375976326235	0.0743024394718259	0.231427911744309	0.321060838823617	0.748164286590714	0.827237880132361
ENSG00000049246.14	192.465581762596	1.35447106093048	0.487795556971153	2.77671873302976	0.00549106739581689	0.0174769647086702
ENSG00000049247.13	9.75140062991953	-0.848315470424303	1.29009344884669	-0.65756125742881	0.510820096396526	0.635734413060529
ENSG00000049249.8	19.5007120120705	2.02039941969257	0.729636531583389	2.76904915288176	0.00562201529318689	0.017790595071891
ENSG00000116288.13	1306.95304090346	0.0648058563879347	0.177894746310375	0.364293256164334	0.715639035212744	0.802317956196417
ENSG00000284747.1	13.5781953395405	-0.759334071918406	0.381042697989337	-1.99277948619725	0.0462855990099301	0.099716124237898
ENSG00000116285.13	1086.26584130986	1.47377818505976	0.250855195924353	5.87501558271165	4.22803575293302e-09	1.09221493528709e-07
ENSG00000162426.14	6.21784989587118	0.196270940781061	0.572463743412759	0.342853050589696	0.731709013451715	0.814833400418844
ENSG00000142599.19	1138.5150155346	0.484157625057958	0.102373742662126	4.72931449479061	2.25279186317274e-06	2.42746307524644e-05
ENSG00000224315.2	7.20808248958431	0.0338918623874812	0.399632688342765	0.0848075329573945	0.932414404685096	0.956471943281027
ENSG00000228423.2	6.71675523426644	0.471993797183573	0.316208492045319	1.49266641806675	0.135524528047284	0.234727057254201
ENSG00000074800.16	10596.7837505112	0.556839356587245	0.23470849653586	2.37247208688999	0.0176694981732964	0.0456463516616726
ENSG00000131686.15	4.41058673535811	-4.82845826237944	1.58024201351187	-3.0555182187878	0.0022467195251635	0.00837413641197305
ENSG00000142583.18	7.64407689420793	2.54752309381684	0.651361773326749	3.91107246101607	9.18871971991062e-05	0.000572289565410884
ENSG00000180758.12	509.662048836025	-0.339642908454249	0.285870110412838	-1.18810220475221	0.234793145844054	0.357609414117164
ENSG00000228526.7	224.493032760665	0.753299203787643	0.59996294107046	1.2555762234974	0.20926965630052	0.327571243390961
ENSG00000234546.4	20.0653881475711	0.607037088317197	0.615760548037254	0.985833032421673	0.324215053295333	0.455375826810403
ENSG00000049239.12	914.283286218894	0.171814133178935	0.237695754582778	0.722832149360498	0.46978301307078	0.597878149427149
ENSG00000171621.14	178.678520309002	0.769023099524154	0.245813307018054	3.12848441304145	0.00175710330242377	0.00683137427946068
ENSG00000171612.7	171.497792833465	-0.740841667986474	0.264641276320445	-2.79941843648538	0.00511947483606486	0.0165042515024982
ENSG00000231181.1	11.2378144208115	-0.577932277804942	0.366971382002626	-1.57487015649849	0.115286418490846	0.206273445198379
ENSG00000188807.13	204.111477814815	-1.0135237658001	0.29094566748799	-3.48354995127032	0.000494810775549979	0.00237860631146161
ENSG00000171608.16	47.877283791241	0.69863219273035	0.364103566789896	1.9187732734667	0.0550130336514002	0.114282305373591
ENSG00000231789.2	4.67383017166954	-0.146505006354127	0.806403954605608	-0.181676944312332	0.855836260612827	0.903763822925654
ENSG00000171603.18	3446.14626102878	1.04317480082444	0.161709631672534	6.45091322041284	1.11178151799558e-10	4.70471656501683e-09
ENSG00000178585.15	319.288327505259	-0.0109169123500736	0.267256357162048	-0.0408480923185457	0.967416999204051	0.97930151343168
ENSG00000162441.12	782.210002256028	1.08565281554524	0.173535398727564	6.25608851857148	3.94752745290013e-10	1.35907730878419e-08
ENSG00000228150.1	10.1079142254349	0.991425985677697	0.320953184808301	3.08900497831126	0.00200828073818543	0.00763223922077315
ENSG00000173614.14	238.277985664122	0.853212495649586	0.161062535297289	5.29739888965941	1.17463909222887e-07	1.93961776800155e-06
ENSG00000202415.1	11.08591535675	0.56240526410795	0.316377380634837	1.77764056007872	0.0754629077630587	0.14750721891331
ENSG00000265521.1	3.36822552922015	0.666462641027837	0.517168827669333	1.28867519728772	0.197511028693881	0.313184060743679
ENSG00000162444.12	3.6123361318877	-0.0425396738310169	0.87470317068689	-0.0486332681263877	0.961211557193276	0.975325247885794
ENSG00000130939.20	1407.44600656476	0.307328190494596	0.161218642531658	1.90628196385072	0.0566136329999667	0.116845808391158
ENSG00000233623.2	6.50781062879067	-0.0859308848493409	0.346384142910464	-0.248079730576908	0.804072718154739	0.867220709281993
ENSG00000054523.17	2381.6702895676	0.544045703966493	0.159918147039068	3.40202606170506	0.000668882588964617	0.00305487814262047
ENSG00000284642.1	13.6732480874649	0.898550031944637	0.272274059204227	3.30016761262832	0.000966270995825818	0.00415479708866619
ENSG00000142657.21	2335.75329649701	0.205487890562379	0.296763195057512	0.692430510200417	0.488667011088334	0.615607667057287
ENSG00000175279.22	19.245219937708	-0.0969856638020312	0.261014109012832	-0.371572495329221	0.710211170681116	0.798134384702884
ENSG00000160049.12	966.477516127522	-0.521022826484517	0.169448605763988	-3.07481329890792	0.00210634363780976	0.00793018917325139
ENSG00000142655.13	160.82992689509	0.331356920656371	0.2257369012208	1.46788991460577	0.142134128150125	0.243232996233354
ENSG00000130940.15	639.608971266598	1.11774618445769	0.25415071624926	4.39796590367056	1.09270139642247e-05	9.25191302317947e-05
ENSG00000120948.17	928.151074311953	8.79988434229352e-05	0.116509947474802	0.000755290387904149	0.999397365517865	0.999699711086116
ENSG00000271895.2	7.57933953249169	0.214701287779918	0.290006560788737	0.740332519360906	0.459098253533443	0.588295920524439
ENSG00000116649.10	396.180675471323	-1.01656764321132	0.315941678340153	-3.21758005639524	0.00129276943774372	0.00531358353342169
ENSG00000171824.14	890.8891671859	0.209546071963427	0.174231204501632	1.20268968215429	0.229096428135457	0.350742910162299
ENSG00000198793.13	1801.61850269959	0.144145869633921	0.173686670806207	0.829919008550482	0.406584576866991	0.539836361733772
ENSG00000120942.13	231.705982182647	-0.222414308517595	0.178634300792746	-1.24508175378727	0.213101700393586	0.332096506835268
ENSG00000204624.8	3.25128048680114	-3.76358567174508	0.961080191840917	-3.91599546395401	9.00319405485888e-05	0.000562507495770222
ENSG00000116661.11	90.5766434660027	0.973173063672321	0.589361247983346	1.65123354649171	0.098690895635877	0.182632220203783
ENSG00000132879.14	176.147561488563	0.13697606377839	0.330041655400582	0.415026592967903	0.678122435798148	0.7728405753312
ENSG00000116663.11	85.0672906595974	0.456395131986351	0.371708277542177	1.22783150002508	0.219510228135248	0.339646189195802
ENSG00000116670.15	121.166623060735	-1.17490532024691	0.256396187123862	-4.58238218526757	4.59708718089755e-06	4.44895381336422e-05
ENSG00000162490.7	1.90104269136321	-0.302219338329814	0.90771859829031	-0.332943864870726	0.739176657169139	0.820421741026482
ENSG00000177674.16	138.678642735191	-0.803440323737632	0.275948654616768	-2.91155731436137	0.00359631922269086	0.0123450513251375
ENSG00000177000.13	1040.7831811926	1.27333023578283	0.222204663943929	5.73043883590195	1.00171143293896e-08	2.32006297108474e-07
ENSG00000011021.23	342.301862194259	0.475036797165719	0.125407617692455	3.78794211951847	0.000151900223765322	0.000877221572779163
ENSG00000285646.2	12.3261588822241	-0.839886098060121	0.447861567678258	-1.87532523144181	0.0607479942515271	0.123761541562933
ENSG00000201801.1	3.83329992204097	-1.49207642426041	0.654728755993059	-2.27892300529446	0.0226716426155914	0.0560116266244928
ENSG00000116685.16	706.974031627393	1.00452408839468	0.241251873815539	4.16379807753428	3.12996943472278e-05	0.000229600801666636
ENSG00000083444.17	1065.89320956244	0.463580763197617	0.209134029297074	2.21666825220062	0.0266457697950569	0.0638503337807583
ENSG00000116688.17	1419.20592363334	0.466271072100993	0.200432672823129	2.32632267750305	0.0200013431227804	0.0505779325390129
ENSG00000116691.11	137.162994972289	-0.505638403524079	0.309639772287478	-1.63298919834701	0.102471268467887	0.187942058408093
ENSG00000028137.19	654.784243933978	-0.501668035371736	0.355309864010837	-1.41191699467267	0.157974403110906	0.26380684082117
ENSG00000048707.15	2603.86471588073	0.63998281661222	0.189318349498523	3.38045846220107	0.000723650122096433	0.00326725467509018
ENSG00000239149.1	7.47235869400789	0.849835429669341	0.321463635607399	2.64364405654654	0.00820188559885708	0.0243043429606558
ENSG00000162496.9	834.448006614485	1.6609417191173	0.333358522165646	4.98244865116117	6.27846547074267e-07	8.05159212412827e-06
ENSG00000221340.1	4.14630195074325	0.537197265660821	0.423071549689022	1.26975511838526	0.204171872425628	0.321260842345609
ENSG00000272482.1	13.5705978686651	1.2857571368622	0.468381997844367	2.74510366064374	0.00604917867497674	0.0189002164387179
ENSG00000116731.22	1095.63727552161	0.00233391528322952	0.176935285096233	0.0131907848791163	0.989475581603497	0.9938345920802
ENSG00000189337.17	85.7135406074591	-0.424094407467975	0.286107702513871	-1.48228937474137	0.138263314263732	0.238259471266121
ENSG00000175147.13	135.544849812085	0.447606764770835	0.32489042888324	1.37771606972053	0.16829096789343	0.277226317465702
ENSG00000171729.14	227.293740973482	0.241137180861508	0.17296371500656	1.39414894535748	0.163272631463665	0.270641984816721
ENSG00000142621.19	16.6000176599657	-0.443614403914376	0.433059610171584	-1.02437261174878	0.305659313122967	0.43594394817668
ENSG00000142634.13	1002.54257285826	1.00079439842644	0.281260156131471	3.55825159237497	0.000373331631604913	0.00186637483019891
ENSG00000132906.18	166.950774748943	0.455126628515916	0.138177094239528	3.29379215144704	0.000988455607962809	0.00423727976671606
ENSG00000116138.13	815.698203772838	0.425654159559067	0.161213858831228	2.64030749369182	0.00828308354018806	0.0245022703456382
ENSG00000116771.6	275.059258932273	0.601026494702345	0.340696854244706	1.7641093165793	0.0777135762191917	0.150936186068174
ENSG00000235084.3	4.19910066060171	-0.102076129613579	0.432868699541504	-0.235813145468125	0.813577667181442	0.873657656840714
ENSG00000197312.12	1344.64520921408	0.0678359367367822	0.138262588294695	0.490631179218167	0.623687329894151	0.731385533667708
ENSG00000116786.13	506.164823356863	0.359213022012854	0.221152584157387	1.62427684660114	0.104316736409584	0.190615565873898
ENSG00000162461.8	45.1543561343812	3.88606008130919	0.485705037767564	8.00086426768521	1.23548920790625e-15	2.1606847545702e-13
ENSG00000162460.7	18.4130876695274	5.39125966246122	0.771863308978094	6.98473369539869	2.85396810637786e-12	1.89262139994092e-10
ENSG00000162458.13	1144.53781070676	2.64203620374626	0.254452739566152	10.3832098968594	2.95663672917267e-25	3.43700323775943e-22
ENSG00000233954.6	39.8396825598025	-0.231285426816322	0.255612175988432	-0.904829458620111	0.36555574263661	0.498386518522573
ENSG00000178715.8	3.60179450733345	0.0104028415794897	0.52166555744187	0.0199415917556507	0.984089966310099	0.990501596292729
ENSG00000179743.4	30.4931540966707	0.112354411435557	0.235388847425317	0.477314081208561	0.633138485398555	0.738393788636545
ENSG00000065526.12	2418.31485964333	0.227696032856893	0.135308722265476	1.68278902530876	0.0924159403222283	0.17319334401592
ENSG00000116809.11	173.074761755542	-0.0924505105403251	0.259098279896461	-0.356816380939579	0.721229272228704	0.806435038914997
ENSG00000185519.9	3.91381347185389	-0.857404143799945	0.674836703389449	-1.27053573033821	0.203893863802805	0.320961489283977
ENSG00000142627.13	2175.21829662161	0.520434181358892	0.341292689793476	1.5248910888593	0.127286264889439	0.223157484629621
ENSG00000227959.1	20.7285752541885	1.24413468426545	0.451216967242347	2.75728701398153	0.00582831686731062	0.0182998407899257
ENSG00000224621.1	24.9240899338201	0.320586121710398	0.49355622758691	0.649543261317569	0.515987293339805	0.640270054689265
ENSG00000142632.17	181.100062849137	-1.46405421130655	0.345180855605566	-4.24141196573053	2.22118011093641e-05	0.000170201478682921
ENSG00000237276.8	28.4260527763818	0.164170627347989	0.378505155621649	0.433734190696447	0.664481475269857	0.762970362807676
ENSG00000288398.1	85.3327811091812	-0.248633234040939	0.224660985056276	-1.10670410342346	0.268421880677381	0.395980382647537
ENSG00000132881.12	48.0388250271739	-0.326442305461972	0.255813948370408	-1.27609267415433	0.201922760966013	0.318467486209924
ENSG00000037637.11	438.121063525678	0.199111570605807	0.154214209888362	1.29113634048345	0.196656404696305	0.312254152519767
ENSG00000055070.17	1578.60540716687	0.333658409757929	0.131647224987487	2.53448874284774	0.0112611545224306	0.0315395316995852
ENSG00000157191.20	577.827866427071	0.584392438213757	0.155165254525996	3.76625836756417	0.000165712308414385	0.000944020362895668
ENSG00000226029.1	41.0173921921096	0.396031014110287	0.286144995661568	1.38402215700003	0.166351670386849	0.274730816585467
ENSG00000080947.15	59.0835044043369	-0.327061731383675	0.285829280631904	-1.14425551735153	0.252517685143183	0.37850838090106
ENSG00000206652.1	6.71499664592148	-0.82590913134081	0.566285695348397	-1.45846723327999	0.144711800465261	0.246449034884048
ENSG00000233421.4	3.80364098200749	0.446163922903289	0.842493121387135	0.529575745578428	0.596406114481189	0.709198171580997
